year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified,vote_percentage
1986-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Harriett Woods,Democrat,False,Total,699624,1477327,False,20210114,Democrat,47.357423238050885
1986-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,9472,261932,False,20210114,Other,3.6162057327856085
1986-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Jim Santini,Republican,False,Total,116606,261932,False,20210114,Republican,44.517661072339386
1986-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Harry Reid,Democrat,False,Total,130955,261932,False,20210114,Democrat,49.99580043675458
1986-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Kent Cromwell,Libertarian,False,Total,4899,261932,False,20210114,Libertarian,1.870332758120428
1986-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Warren B. Rudman,Republican,False,Total,154090,244735,False,20210114,Republican,62.96197928371504
1986-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Endicott Peabody,Democrat,False,Total,79222,244735,False,20210114,Democrat,32.37052321899197
1986-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Bruce Valley,Independent,False,Total,11423,244735,False,20210114,Other,4.667497497292991
1986-01-01,New York,Ny,36,21,13,Us Senate,Statewide,Gen,False,John Dyson,Liberal,False,Total,60099,4484859,False,20210114,Other,1.3400421284147395
1986-01-01,New York,Ny,36,21,13,Us Senate,Statewide,Gen,False,Alfonse M. D'Amato,Right To Life,False,Total,135836,4484859,False,20210114,Other,3.028768574441248
1986-01-01,New York,Ny,36,21,13,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,305412,4484859,False,20210114,Other,6.809846195833582
1986-01-01,New York,Ny,36,21,13,Us Senate,Statewide,Gen,False,Micharl Shur,Socialist Workers,False,Total,7376,4484859,False,20210114,Other,0.1644644792623358
1986-01-01,New York,Ny,36,21,13,Us Senate,Statewide,Gen,False,Alfonse M. D'Amato,Conservative,False,Total,212101,4484859,False,20210114,Other,4.729267965837945
1986-01-01,New York,Ny,36,21,13,Us Senate,Statewide,Gen,False,Frederick D. Newman,New Alliance,False,Total,10559,4484859,False,20210114,Other,0.2354366101587586
1986-01-01,North Carolina,Nc,37,56,47,Us Senate,Statewide,Gen,True,Terry Sanford,Democrat,False,Total,780967,1534848,False,20210114,Democrat,50.88236750479527
1986-01-01,North Carolina,Nc,37,56,47,Us Senate,Statewide,Gen,True,James T. (Jim) Broyhill,Republican,False,Total,753881,1534848,False,20210114,Republican,49.11763249520474
1986-01-01,North Dakota,Nd,38,44,36,Us Senate,Statewide,Gen,False,Anna Belle Bourgois,Independent,False,Total,3269,289013,False,20210114,Other,1.1310909889866545
1986-01-01,North Dakota,Nd,38,44,36,Us Senate,Statewide,Gen,False,Mark Andrews,Republican,False,Total,141812,289013,False,20210114,Republican,49.06768899668873
1986-01-01,North Dakota,Nd,38,44,36,Us Senate,Statewide,Gen,False,Kent Conrad,Democrat,False,Total,143932,289013,False,20210114,Democrat,49.80122001432461
1986-01-01,Ohio,Oh,39,31,24,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,88,3121189,False,20210114,Other,0.0028194383614705805
1986-01-01,Ohio,Oh,39,31,24,Us Senate,Statewide,Gen,False,Thomas N. Kindness,Republican,False,Total,1171893,3121189,False,20210114,Republican,37.546364542486856
1986-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,Don Nickles,Republican,False,Total,493436,893666,False,20210114,Republican,55.21481179769623
1986-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,James R. Jones,Democrat,False,Total,400230,893666,False,20210114,Democrat,44.78518820230377
1986-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Bob Packwood,Republican,False,Total,656317,1042555,False,20210114,Republican,62.952745898297934
1986-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Rick Bauman,Democrat,False,Total,375735,1042555,False,20210114,Democrat,36.03982523703785
1986-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,10503,1042555,False,20210114,Other,1.0074288646642144
1986-01-01,Pennsylvania,Pa,42,23,14,Us Senate,Statewide,Gen,False,Lance S. Haver,Consumer,False,Total,23470,3378226,False,20210114,Other,0.6947433357034136
1986-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Ray Hillyard,American,False,Total,4588,737962,False,20210114,Other,0.6217122290849664
1986-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Steven B. Vandervelde,Libertarian,False,Total,4789,737962,False,20210114,Libertarian,0.6489494038988458
1986-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,199,737962,False,20210114,Other,0.026966158149064588
1986-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Henry D. Mcmaster,Republican,False,Total,262886,737962,False,20210114,Republican,35.62324347324117
1986-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Ernest Fritz Hollings,Democrat,False,Total,465500,737962,False,20210114,Democrat,63.07912873562596
1986-01-01,South Dakota,Sd,46,45,37,Us Senate,Statewide,Gen,False,Thomas A. Daschle,Democrat,False,Total,152657,295830,False,20210114,Democrat,51.60294763884663
1986-01-01,South Dakota,Sd,46,45,37,Us Senate,Statewide,Gen,False,James Abdnor,Republican,False,Total,143173,295830,False,20210114,Republican,48.397052361153364
1986-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Hugh A. Butler,Libertarian,False,Total,3023,435111,False,20210114,Libertarian,0.6947652438113493
1986-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Craig S. Oliver,Democrat,False,Total,115523,435111,False,20210114,Democrat,26.550236606291268
1986-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,"E. J. ""Jake"" Garn",Republican,False,Total,314608,435111,False,20210114,Republican,72.30522786139629
1986-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Mary Zins,Socialist Workers,False,Total,1863,435111,False,20210114,Other,0.4281666057626674
1986-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,94,435111,False,20210114,Other,0.021603682738427665
1986-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Dick Snelling,Republican,False,Total,67798,196532,False,20210114,Republican,34.49718112063175
1986-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Patrick Leahy,Democrat,False,Total,124123,196532,False,20210114,Democrat,63.15663606944416
1986-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Jerry Levy,Liberty Union,False,Total,1583,196532,False,20210114,Other,0.8054667942116296
1986-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Anthony N. Doria,Conservative,False,Total,2963,196532,False,20210114,Other,1.5076425213196833
1986-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Scatter,Unknown Party,False,Total,65,196532,False,20210114,Other,0.03307349439277064
1986-01-01,Washington,Wa,53,91,73,Us Senate,Statewide,Gen,False,Slade Gorton,Republican,False,Total,650931,1337367,False,20210114,Republican,48.67257828255072
1986-01-01,Washington,Wa,53,91,73,Us Senate,Statewide,Gen,False,Jill Fein,Socialist Workers,False,Total,8965,1337367,False,20210114,Other,0.6703470326395073
1986-01-01,Washington,Wa,53,91,73,Us Senate,Statewide,Gen,False,Brock Adams,Democrat,False,Total,677471,1337367,False,20210114,Democrat,50.65707468480978
1986-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Scatter,Unknown Party,False,Total,1212,1483174,False,20210114,Other,0.08171664282140868
1986-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Eugene A. Hem,Third Party,False,Total,2234,1483174,False,20210114,Other,0.1506229208440817
1986-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Peter Y. Taylor Sr.,Independent,False,Total,19266,1483174,False,20210114,Other,1.2989709905917983
1986-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Margo Storsteen,Socialist Workers,False,Total,2926,1483174,False,20210114,Other,0.19727961790052956
1986-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Edward R. Garvey,Democrat,False,Total,702963,1483174,False,20210114,Democrat,47.39585510533491
1986-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Robert W. Kasten Jr.,Republican,False,Total,754573,1483174,False,20210114,Republican,50.875554722507275
1988-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Ed Finkelstein,New Alliance,False,Total,5195,1164539,False,20210114,Other,0.4460992719007264
1988-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Rick Tompkins,Libertarian,False,Total,20849,1164539,False,20210114,Libertarian,1.790322178991
1988-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,32,1164539,False,20210114,Other,0.0027478684698408556
1988-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Keith Degreen,Republican,False,Total,478060,1164539,False,20210114,Republican,41.05143752162873
1988-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Dennis Deconcini,Democrat,False,Total,660403,1164539,False,20210114,Democrat,56.7093931590097
1988-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,"Howard Avory Grayson, Jr.",Libertarian,False,Total,12409,1383526,False,20210114,Libertarian,0.8969112253763212
1988-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,10,1383526,False,20210114,Other,0.0007227908980387791
1988-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,"Lowell P. Weicher, Jr.",Republican,False,Total,678454,1383526,False,20210114,Republican,49.03803759380019
1988-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Joe Lieberman,Democrat,False,Total,688499,1383526,False,20210114,Democrat,49.764081050880144
1988-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Melissa M. Fisher,New Alliance,False,Total,4154,1383526,False,20210114,Other,0.30024733904530887
1988-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,"William V. Roth, Jr.",Republican,False,Total,151115,243493,False,20210114,Republican,62.06133235863043
1988-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,S. B. Woo,Democrat,False,Total,92378,243493,False,20210114,Democrat,37.93866764136957
1988-01-01,Florida,Fl,12,59,43,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,585,4068209,False,20210114,Other,0.014379792188651075
1988-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Ken Schoolland,Libertarian,False,Total,8948,323876,False,20210114,Libertarian,2.762785757512134
1988-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Spark Matsunaga,Democrat,False,Total,247941,323876,False,20210114,Democrat,76.55429855870766
1988-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Maria M. Hustace,Republican,False,Total,66987,323876,False,20210114,Republican,20.682915683780212
1988-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Jack Wickes,Democrat,False,Total,668778,2099303,False,20210114,Democrat,31.857144966686562
1988-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,George J. Mitchell,Democrat,False,Total,452581,556745,False,20210114,Democrat,81.29053696036786
1988-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Jasper S. Wyman,Republican,False,Total,104164,556745,False,20210114,Republican,18.709463039632148
1988-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Alan L. Keyes,Republican,False,Total,617537,1617065,False,20210114,Republican,38.1887555540439
1988-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Paul S. Sarbanes,Democrat,False,Total,999166,1617065,False,20210114,Democrat,61.7888582091629
1988-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,362,1617065,False,20210114,Other,0.0223862367932025
1988-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Freda Lee Nason,Libertarian,False,Total,13199,2606225,False,20210114,Libertarian,0.5064413087895328
